Day,Hour,??? ?????? ?? ????? ??? ???? ???,??? ????? ????? ?? ????? ??? ???? ???,??? ????? ?? ????? ??? ???? ???,??? ??????? ?? ????? ??? ???? ???,??? ?????? ?? ????? ??? ???? ???,W (rial/Kw)
1398/06/08,21,333.5,18.9,495.3,5.6,0,842.10
1398/06/08,22,335.2,18.5,497.8,4.8,0,846.70
1398/06/08,23,334.7,18.8,448,5.8,0,795.60
1398/06/08,24,307.9,18.9,450.7,7.1,0,770.50
1398/06/09,1,279.6,19.1,450,4.8,0,743.90
1398/06/09,2,258.1,19.3,425.7,7.9,0,695.30
1398/06/09,3,238.2,20.9,426.1,9.8,0,675.40
1398/06/09,4,220.6,22.1,413.2,11.5,0,644.50
1398/06/09,5,210.1,22.4,405.5,12.6,0,625.40
1398/06/09,6,205,23.2,397.7,12.9,0,613.00
1398/06/09,7,209.3,23.6,392.3,12.7,0,612.60
1398/06/09,8,211.4,22.7,399.6,11.5,0,622.10
1398/06/09,9,216.2,19.7,412.4,14.3,0,634.00
1398/06/09,10,231.4,19.4,446.6,13.2,0,684.20
1398/06/09,11,260.6,19.4,444.3,9.1,0,715.10
1398/06/09,12,290.5,19.4,442.3,7.7,0,744.50
1398/06/09,13,321,19.6,483.2,7,0,816.80
1398/06/09,14,348.9,19.6,486.9,8.7,0,846.60
1398/06/09,15,355.7,20.3,489,9.2,0,855.80
1398/06/09,16,351.8,20.9,490.5,8.6,0,854.60
1398/06/09,17,333.2,21,488.7,8.9,0,834.00
1398/06/09,18,317.2,19.6,488.4,9.1,0,816.10
1398/06/09,19,327.5,18.8,446.4,10.5,0,782.20
1398/06/09,20,323.3,17.5,445.6,10.2,0,776.20
1398/06/09,21,304.8,17.2,486.3,5.1,0,803.20
1398/06/09,22,303,16.8,488.5,3.9,0,804.40
1398/06/09,23,304.6,16.3,445.2,5.5,0,760.60
1398/06/09,24,282.8,16.7,449.9,6.7,0,742.70
1398/06/10,1,261.3,17.6,455.3,4.8,0,729.40
1398/06/10,2,245.8,19.7,427.7,7.7,0,685.50
1398/06/10,3,228.7,20.9,431.2,10.1,0,670.80
1398/06/10,4,213.1,20.6,418.1,11.2,0,640.50
1398/06/10,5,202.5,21.7,412.6,11.9,0,624.80
1398/06/10,6,196,22,403.3,12.4,0,608.90
1398/06/10,7,202.9,23.6,395.5,12.3,0,609.70
1398/06/10,8,209.5,22.4,403.3,11.6,0,623.60
1398/06/10,9,212.9,19.8,419.7,11.8,0,640.60
1398/06/10,10,228.1,17.8,451.7,11.4,0,686.30
1398/06/10,11,255.2,16.7,450.9,10.2,0,712.50
1398/06/10,12,286,18.4,451.3,8.6,0,747.10
1398/06/10,13,313.8,19.1,494.4,6.7,0,820.50
1398/06/10,14,339.9,19.5,495.2,9.6,0,845.10
1398/06/10,15,346,18.8,496.6,9.8,0,851.60
1398/06/10,16,340.4,18.9,497.8,10,0,847.10
1398/06/10,17,322.1,19,493.2,9.9,0,824.40
1398/06/10,18,308.3,18.7,494.3,6.5,0,814.70
1398/06/10,19,314.6,18.1,450.2,6.3,0,776.50
1398/06/10,20,309.1,19.4,447.6,6.2,0,769.80
1398/06/10,21,294.8,18.5,489.1,3.3,0,799.20
1398/06/10,22,301.1,18.2,492.8,3.5,0,808.60
1398/06/10,23,304.8,18.8,451.8,5.5,0,769.80
1398/06/10,24,283.3,19.1,456.2,7.6,0,751.00
1398/06/11,1,270.4,20.2,459.3,6.4,0,743.40
1398/06/11,2,251.9,20,433.7,10.5,0,695.10
1398/06/11,3,236.2,21.2,434.6,12.6,0,679.40
1398/06/11,4,223.3,22.4,427.7,14.5,0,658.80
1398/06/11,5,212,23.4,420.9,15.2,0,641.10
1398/06/11,6,204.9,22.8,412.4,15.8,0,624.40
1398/06/11,7,210.3,25,398.9,15.7,0,618.50
1398/06/11,8,212.4,23.7,409.5,12.5,0,633.00
1398/06/11,9,220,19.7,424.6,13.5,0,650.70
1398/06/11,10,235.5,18.8,451.8,10.9,0,695.30
1398/06/11,11,267.2,18.4,453.6,7.8,0,731.40
1398/06/11,12,296.2,19.1,450.8,8,0,758.00
1398/06/11,13,323.8,19.5,492.9,6.9,0,829.30
1398/06/11,14,348,19.2,493.8,9.7,0,851.30
1398/06/11,15,353.5,20.1,495.6,9.9,0,859.20
1398/06/11,16,345.8,19.8,495.1,8.5,0,852.30
1398/06/11,17,323.1,20,492.5,8.3,0,827.20
1398/06/11,18,312.4,20,496.1,4.4,0,824.00
1398/06/11,19,322.4,20.8,450.6,5.8,0,788.10
1398/06/11,20,318.6,19.3,449.2,6.9,0,780.20
1398/06/11,21,302.1,19.1,491.8,6.3,0,806.70
1398/06/11,22,309,18.7,495.4,6.5,0,816.60
1398/06/11,23,314.8,19,455.7,8.2,0,781.30
1398/06/11,24,293.1,19.5,457.6,9.1,0,761.10
1398/06/12,1,265.4,20,445.9,6.8,0,724.50
1398/06/12,2,249.6,20.8,420.2,10.5,0,680.20
1398/06/12,3,234.2,21.9,429.9,12.6,0,673.40
1398/06/12,4,220.7,22.3,424,13.6,0,653.40
1398/06/12,5,208.1,22.6,414.6,14.1,0,631.20
1398/06/12,6,202,22.8,405.4,14.4,0,615.80
1398/06/12,7,208.3,24.5,393.4,13.7,0,612.40
1398/06/12,8,214.5,23.4,401.4,11,0,628.30
1398/06/12,9,218.6,8.6,420.3,9,0,638.50
1398/06/12,10,234,20,450,8.3,0,695.60
1398/06/12,11,266.3,18.6,446.4,7.9,0,723.40
1398/06/12,12,295.3,19,444.9,6.3,0,753.00
1398/06/12,13,325.6,19.7,491.6,9.1,0,827.80
1398/06/12,14,348.2,19.8,491.8,12,0,847.80
1398/06/12,15,352.8,20.1,490.9,11.7,0,852.00
1398/06/12,16,345.1,20.6,491.3,10.4,0,846.60
1398/06/12,17,320.9,20,489.1,8.3,0,821.70
1398/06/12,18,307.8,19.7,491.1,6.6,0,812.00
1398/06/12,19,315.5,19.7,448.9,6.4,0,777.70
1398/06/12,20,311,20.1,450.1,6.1,0,775.00
1398/06/12,21,291.8,18.9,489.5,4.1,0,796.10
1398/06/12,22,298.4,19.4,493.9,4.5,0,807.10
1398/06/12,23,300.3,19.2,453.3,5.9,0,767.00
1398/06/12,24,277.8,19.4,457.1,6.1,0,748.10
1398/06/13,1,267.5,20.5,460.7,0.9,0,747.80
1398/06/13,2,252,21.4,432.5,1.1,0,704.70
1398/06/13,3,237.5,22.6,435.1,1.1,0,694.10
1398/06/13,4,223.4,22.9,424.7,2.1,0,669.00
1398/06/13,5,212.3,23.4,414.8,3.4,0,647.10
1398/06/13,6,209.2,24.3,409.1,3.4,0,639.20
1398/06/13,7,214.1,25.2,393.8,4.4,0,628.70
1398/06/13,8,220.8,24.5,406.2,8.2,0,643.30
1398/06/13,9,228.8,21.1,419.6,9.3,0,660.30
1398/06/13,10,256.2,20.2,454,8.9,0,721.40
1398/06/13,11,290.2,19.2,449.1,8.3,0,750.10
1398/06/13,12,323.5,18.9,447.9,6.9,0,783.50
1398/06/13,13,358.2,19.6,493.9,7.4,0,864.30
1398/06/13,14,382.3,19.3,493.4,11.1,0,884.00
1398/06/13,15,382.9,18.8,494.8,11.9,0,884.70
1398/06/13,16,368.4,18.9,493.7,11.6,0,869.40
1398/06/13,17,348.2,19,493,10.8,0,849.40
1398/06/13,18,334,19,494.7,7.3,0,840.30
1398/06/13,19,344.3,19.5,450.5,6.7,0,807.70
1398/06/13,20,335.2,18.7,450.7,6.2,0,798.40
1398/06/13,21,317.9,18.1,493,6.2,0,822.80
1398/06/13,22,324.8,18.2,496.6,7,0,832.60
1398/06/13,23,326,18.7,453.6,7.4,0,790.90
1398/06/13,24,299.4,19.3,454,9.2,0,763.60
1398/06/14,1,270.1,20.4,442.7,8.3,0,724.90
1398/06/14,2,252.9,21.9,422,9.5,0,687.30
1398/06/14,3,236.9,23.9,425,11.4,0,674.50
1398/06/14,4,223.9,25.5,423.3,12.9,0,659.80
1398/06/14,5,213.6,26.6,413.6,13.8,0,640.00
1398/06/14,6,207.7,26.8,407.7,13.9,0,628.30
1398/06/14,7,215,27.4,394.8,13.6,0,623.60
1398/06/14,8,222.8,29.2,408.6,11.8,0,648.80
1398/06/14,9,223,24.1,417.9,11.7,0,653.30
1398/06/14,10,243.7,22,453.7,12.3,0,707.10
1398/06/14,11,273.3,20.9,449.7,9.5,0,734.40
1398/06/14,12,304.7,20.1,448.5,8.6,0,764.60
1398/06/14,13,333.4,19.8,489.8,9.6,0,833.50
1398/06/14,14,359.1,19.7,491.9,14.8,0,855.80
1398/06/14,15,362.2,20.4,493.3,14.3,0,861.70
1398/06/14,16,348.2,19.7,493.4,13,0,848.40
1398/06/14,17,326.6,19.7,491.3,11.7,0,825.90
1398/06/14,18,319.6,19.9,495.8,8.4,0,826.90
1398/06/14,19,329.1,20.4,449.8,9.6,0,789.70
1398/06/14,20,320.1,20.9,446.9,10.1,0,777.70
1398/06/14,21,302.7,19.6,488.5,4,0,806.90
1398/06/14,22,311.4,19.4,494.5,4.6,0,820.70
1398/06/14,23,313.5,20.4,452.2,6.1,0,779.90
1398/06/14,24,288,20.5,454.8,9.3,0,754.10
1398/06/15,1,262.8,20.7,448.9,9.3,0,723.10
1398/06/15,2,244.7,21.3,421.7,11.8,0,675.80
1398/06/15,3,230.4,23,419.2,13.9,0,658.70
1398/06/15,4,218.3,24.2,411,15.5,0,638.00
1398/06/15,5,210.3,25.2,404.2,15.8,0,623.90
1398/06/15,6,204,25.8,394.4,14.8,0,609.40
1398/06/15,7,213.8,27.5,378.7,14.5,0,605.60
1398/06/15,8,228,29.9,390.1,13.2,0,634.80
1398/06/15,9,239.3,28.4,412.9,17.2,0,663.50
1398/06/15,10,264.5,26.3,454.1,14.9,0,730.10
1398/06/15,11,302.2,23.4,452,11,0,766.50
1398/06/15,12,337,20.8,450.1,9.9,0,798.00
1398/06/15,13,373.3,19.9,496.3,9.9,0,879.60
1398/06/15,14,392.5,20.2,490.7,11.7,0,891.70
1398/06/15,15,398,19.4,494.2,11.8,0,899.80
1398/06/15,16,386.9,19.8,498.1,11,0,893.80
1398/06/15,17,361.2,19.9,494.8,10.4,0,865.50
1398/06/15,18,347,20.5,497.1,9,0,855.60
1398/06/15,19,354.9,21.8,451.6,8.9,0,819.40
1398/06/15,20,340.5,20.9,449,4.7,0,805.70
1398/06/15,21,318.1,20,491.9,4.6,0,825.30
1398/06/15,22,325.8,20,499.9,6.2,0,839.40
1398/06/15,23,322.7,21,452.8,8.4,0,788.10
1398/06/15,24,298.8,21,453.1,9.8,0,763.10
1398/06/16,1,278,20.5,456.3,9.1,0,745.60
1398/06/16,2,260.4,22,425.3,12.1,0,695.70
1398/06/16,3,248,22.8,422.3,14.6,0,678.50
1398/06/16,4,234.8,23.2,414.9,15.7,0,657.30
1398/06/16,5,222.2,24.3,403.7,16.3,0,633.80
1398/06/16,6,215.5,24.8,393.6,16.6,0,617.40
1398/06/16,7,221.2,25.9,377.9,15.8,0,609.20
1398/06/16,8,225.2,24.4,395,14.7,0,629.90
1398/06/16,9,227.6,20.4,412.8,16.1,0,644.50
1398/06/16,10,245.1,19.4,448.8,12.7,0,700.60
1398/06/16,11,280.1,19.5,448.3,7.6,0,740.30
1398/06/16,12,316.1,20,446.4,5.3,0,777.20
1398/06/16,13,351.2,18.9,485,4.4,0,850.70
1398/06/16,14,382.4,20.7,485.8,11.1,0,877.70
1398/06/16,15,388.5,19.3,486.4,9.3,0,884.90
1398/06/16,16,376.9,18.6,486.8,7.2,0,875.00
1398/06/16,17,354.4,18.6,483.6,9.9,0,846.70
1398/06/16,18,339.1,19.2,486.6,5.2,0,839.70
1398/06/16,19,348.2,19.9,448.7,4.8,0,812.00
1398/06/16,20,340.4,18.9,448.1,6,0,801.40
1398/06/16,21,323.4,17.9,489.8,6.1,0,825.00
1398/06/16,22,326.3,18.5,495.9,7.6,0,833.00
1398/06/16,23,330,18.2,456.6,9.3,0,795.50
1398/06/16,24,299.8,18.9,459.8,9.7,0,768.90
1398/06/17,1,276.5,19.3,448.9,6,0,738.70
1398/06/17,2,256,20.8,418,8.4,0,686.40
1398/06/17,3,243,22.5,416.8,10.6,0,671.70
1398/06/17,4,229.7,23.5,407.4,11.9,0,648.70
1398/06/17,5,217.6,24.6,396.1,12.6,0,625.70
1398/06/17,6,210.7,25,390.3,12.8,0,613.20
1398/06/17,7,216.4,26.2,372.8,12.6,0,602.80
1398/06/17,8,225.3,26.2,390.3,10.5,0,631.30
1398/06/17,9,230.7,22.3,408.1,12.1,0,648.90
1398/06/17,10,248,20,449.9,9.8,0,708.00
1398/06/17,11,282.6,19.5,453.1,5.7,0,749.40
1398/06/17,12,317.6,19.4,452.4,4,0,785.50
1398/06/17,13,355.1,19.4,498.6,7.4,0,865.70
1398/06/17,14,392.7,18.5,501.2,14.6,0,897.80
1398/06/17,15,405.5,19.1,500.7,14.7,0,910.60
1398/06/17,16,397.4,19.3,501,14.9,0,902.70
1398/06/17,17,376.1,19.6,498.6,15,0,879.30
1398/06/17,18,365.1,19.7,501.4,13.4,0,872.80
1398/06/17,19,376.5,19.5,452.7,11.6,0,837.00
1398/06/17,20,367.5,19.8,454.3,10.1,0,831.60
1398/06/17,21,351.6,19.7,500.4,9.2,0,862.50
1398/06/17,22,364.6,20.3,507.6,9.5,0,883.00
1398/06/17,23,366.2,21.6,465.6,10.9,0,842.50
1398/06/17,24,334.3,22.7,465.6,14.6,0,807.90
1398/06/18,1,297.2,21.8,446.8,16.8,0,749.00
1398/06/18,2,272.6,22.3,414,17.9,0,691.00
1398/06/18,3,256,22.5,407.2,18.7,0,667.10
1398/06/18,4,244,24.4,397.2,19.7,0,645.90
1398/06/18,5,231.8,25.5,382.1,20.1,0,619.20
1398/06/18,6,225.5,26.7,372.5,19.9,0,604.80
1398/06/18,7,235.2,28.9,357.5,20.4,0,601.30
1398/06/18,8,253.6,32.5,366.7,20.4,0,632.40
1398/06/18,9,274.8,30.2,384.3,20.6,0,668.70
1398/06/18,10,305.2,26.6,438.4,16.6,0,753.60
1398/06/18,11,350.8,24.7,447.1,12.4,0,810.30
1398/06/18,12,403.9,24.3,446.2,14.9,0,859.40
1398/06/18,13,449.9,21.8,511.7,15,0,968.50
1398/06/18,14,487,22.4,511.3,17.9,0,1002.70
1398/06/18,15,493,21.8,510.3,17.5,0,1007.60
1398/06/18,16,478.2,21.5,508.3,16,0,992.10
1398/06/18,17,444.7,22.1,503.6,14.8,0,955.60
1398/06/18,18,431.9,22.7,509.8,12.8,0,951.60
1398/06/18,19,443.6,25.1,449.6,10,0,908.30
1398/06/18,20,424.7,24.4,443.4,6.5,0,885.90
1398/06/18,21,399.7,22.5,501.7,4.1,0,920.00
1398/06/18,22,410.1,22.8,503.5,6.5,0,929.80
1398/06/18,23,405.9,23.8,443,11.2,0,861.60
1398/06/18,24,365.1,23.9,445.2,14.1,0,820.10
1398/06/19,1,328.5,23.3,425.5,17.7,0,759.60
1398/06/19,2,301.1,23.9,380.7,19.6,0,686.00
1398/06/19,3,281.6,25.6,376,20.1,0,663.10
1398/06/19,4,266.7,27.5,373.2,20.7,0,646.70
1398/06/19,5,251.5,28.9,360.7,21,0,620.00
1398/06/19,6,242.3,30.3,348.5,21.7,0,599.30
1398/06/19,7,247.9,29.7,333.1,22.1,0,588.70
1398/06/19,8,270.2,34.9,339.4,23.4,0,621.00
1398/06/19,9,293.6,33.7,356.6,23.1,0,660.90
1398/06/19,10,331.2,32.7,412.6,18.8,0,757.70
1398/06/19,11,396.4,32.9,422.1,14.9,0,836.60
1398/06/19,12,465.9,31.1,430.7,20,0,907.60
1398/06/19,13,525.8,28.5,507.2,20.3,0,1041.10
1398/06/19,14,570,27.4,511.6,21.4,0,1087.70
1398/06/19,15,560.9,24.4,510.9,19.5,0,1076.80
1398/06/19,16,537.7,23.7,509.7,18.3,0,1052.80
1398/06/19,17,494.5,23.4,502.4,17.7,0,1002.60
1398/06/19,18,470.6,23.3,505.6,15.7,0,983.80
1398/06/19,19,482.2,24.9,444.2,13.2,0,938.00
1398/06/19,20,446.4,23.4,438.7,8.4,0,900.10
1398/06/19,21,412,21.4,494.9,5.7,0,922.70
1398/06/19,22,414.9,22.1,495.7,9,0,923.70
1398/06/19,23,405.1,22.5,434.4,10.2,0,851.70
1398/06/19,24,359,22.2,431.7,13.1,0,799.80
1398/06/20,1,328.1,22.2,419.9,15.1,0,755.10
1398/06/20,2,303.8,23.4,383.4,18.7,0,691.90
1398/06/20,3,282.6,25.1,378.3,19.6,0,666.30
1398/06/20,4,267.5,26.2,372.2,20,0,645.80
1398/06/20,5,254.6,27.5,360.5,20.3,0,622.30
1398/06/20,6,244.1,27.8,348.6,20.4,0,600.10
1398/06/20,7,247.1,28.6,338.8,20.7,0,593.80
1398/06/20,8,247.9,27.3,350.7,20.1,0,605.90
1398/06/20,9,250.8,23.5,369.4,18.3,0,625.40
1398/06/20,10,270.7,19.8,424.5,12.1,0,702.90
1398/06/20,11,311.9,18.6,439.2,7.4,0,762.30
1398/06/20,12,351.8,19.2,439.2,6.7,0,803.60
1398/06/20,13,396.8,19.3,490.4,8.1,0,898.30
1398/06/20,14,436.4,19.4,493.2,14.7,0,934.40
1398/06/20,15,443.8,18.8,497.7,14,0,946.20
1398/06/20,16,430.1,18.7,498.3,14.1,0,933.00
1398/06/20,17,403.3,18.5,494,14.3,0,901.50
1398/06/20,18,390,19.4,490.4,9.1,0,890.70
1398/06/20,19,401.1,20.8,438,8.2,0,851.70
1398/06/20,20,384.8,19.7,437.4,6.9,0,834.90
1398/06/20,21,366.4,18.5,489.8,5.3,0,869.40
1398/06/20,22,373.1,18.6,486.2,7,0,870.90
1398/06/20,23,365.8,18.5,434.5,6.4,0,812.40
1398/06/20,24,336.5,19.9,435.9,10.1,0,782.20
1398/06/21,1,303.8,20.4,417.1,14.9,0,726.50
1398/06/21,2,283,22.6,380.4,17.4,0,668.60
1398/06/21,3,264.7,24.1,378,18,0,648.80
1398/06/21,4,249.1,24.8,363.8,18.4,0,619.30
1398/06/21,5,234.8,24.8,354.9,17.8,0,596.60
1398/06/21,6,225.7,25.9,344.9,18.9,0,577.60
1398/06/21,7,229.7,27.1,332.8,19.6,0,570.10
1398/06/21,8,237.9,28.5,343.9,19.6,0,590.70
1398/06/21,9,245.7,25.3,361.7,17.7,0,615.10
1398/06/21,10,263.9,23.1,414.4,11.8,0,689.60
1398/06/21,11,299.2,20.9,421.3,6.5,0,734.90
1398/06/21,12,340.4,19.2,427.9,5.7,0,781.80
1398/06/21,13,382.1,19,479.7,6.2,0,874.60
1398/06/21,14,419.7,18.6,486.5,12,0,912.90
1398/06/21,15,427.7,18.4,485,12.6,0,918.50
1398/06/21,16,419.8,18.7,489.3,12.1,0,915.70
1398/06/21,17,398.2,18.9,490.2,11.6,0,895.60
1398/06/21,18,385.1,19.7,487.3,6.8,0,885.30
1398/06/21,19,391.5,20.9,425.6,7.5,0,830.50
1398/06/21,20,370.9,19.1,425.7,6.1,0,809.50
1398/06/21,21,354.7,18.5,482.4,3.3,0,852.30
1398/06/21,22,365.1,20.5,481.9,4,0,863.50
1398/06/21,23,356.1,19.6,424,4.9,0,794.80
1398/06/21,24,326.4,20.6,423.2,9,0,761.20
1398/06/22,1,306.1,21.3,410.5,13.6,0,724.30
1398/06/22,2,288,23.2,375.6,17.3,0,669.40
1398/06/22,3,267.9,22.2,365.9,18.4,0,637.50
1398/06/22,4,254.2,24.8,360.4,18.7,0,620.70
1398/06/22,5,241.5,24.8,348,18.6,0,595.70
1398/06/22,6,234.1,24,332.1,18.2,0,572.00
1398/06/22,7,244.2,26.6,319.6,19.7,0,570.70
1398/06/22,8,258.6,27.3,323.6,20.8,0,588.70
1398/06/22,9,271.2,28,347.2,18.2,0,628.20
1398/06/22,10,296.9,26.2,393.4,12.5,0,703.90
1398/06/22,11,338.3,24.2,405,8,0,759.50
1398/06/22,12,383.3,22.3,420.7,6.5,0,819.80
1398/06/22,13,431.7,21.8,476.7,7,0,923.20
1398/06/22,14,468.5,21.2,479.8,12.6,0,956.90
1398/06/22,15,484.3,21.5,482.1,13.2,0,974.70
1398/06/22,16,469.8,20.8,481.3,12.2,0,959.60
1398/06/22,17,441,21.3,484,12.2,0,934.00
1398/06/22,18,425.2,21.8,483.3,8.6,0,921.70
1398/06/22,19,437.1,23.5,414.3,8.4,0,866.50
1398/06/22,20,406.4,20.4,412.9,7.2,0,832.50
1398/06/22,21,385.8,19.2,476.8,3.3,0,878.40
1398/06/22,22,385.4,19.5,470.6,4.1,0,871.30
1398/06/22,23,371.5,19.5,411.9,6.7,0,796.20
1398/06/22,24,336.3,20.6,407.1,11.5,0,752.60
1398/06/23,1,311.6,22,405.6,15,0,724.10
1398/06/23,2,289.8,24.4,373.5,18,0,669.70
1398/06/23,3,268.3,25,360.3,17.5,0,636.00
1398/06/23,4,252.9,26.5,353.1,18.4,0,614.10
1398/06/23,5,238.5,26.5,339.1,19.1,0,585.00
1398/06/23,6,229.8,27.3,329.2,18.7,0,567.70
1398/06/23,7,230.7,28.2,314.4,19.2,0,554.10
1398/06/23,8,233.8,26.2,326.8,18.8,0,568.10
1398/06/23,9,234.4,21.4,345.7,17.3,0,584.10
1398/06/23,10,249.6,20.6,400.2,11.7,0,658.70
1398/06/23,11,286.1,20.3,415.5,7.1,0,714.80
1398/06/23,12,319.7,18.3,419.6,5.7,0,751.90
1398/06/23,13,359.6,17.8,472.1,6,0,843.50
1398/06/23,14,397.6,18.2,478.1,10.8,0,883.10
1398/06/23,15,409.1,18,479.6,11.3,0,895.40
1398/06/23,16,398.1,18.3,479.4,11,0,884.80
1398/06/23,17,373.2,18.8,478.5,10.4,0,860.00
1398/06/23,18,364.7,19,478.1,6,0,855.80
1398/06/23,19,375.7,19.7,423.7,6.5,0,812.50
1398/06/23,20,357.6,18.5,428.2,5.8,0,798.50
1398/06/23,21,336.7,17.7,479.6,3.6,0,830.40
1398/06/23,22,341.5,18.1,474.7,6.2,0,828.00
1398/06/23,23,331,18.9,424.8,7.3,0,767.50
1398/06/23,24,304.8,19.7,424.8,10.3,0,739.10
1398/06/24,1,291.3,20.8,400.1,13.6,0,698.60
1398/06/24,2,271.6,22.6,364.5,16.3,0,642.30
1398/06/24,3,255.8,24.6,357.8,18.1,0,620.20
1398/06/24,4,241.6,24.6,348.5,19,0,595.60
1398/06/24,5,231.3,26.5,337.7,19.9,0,575.60
1398/06/24,6,222.6,27.3,328.6,19.3,0,559.20
1398/06/24,7,227.1,26.9,316.6,19.5,0,551.20
1398/06/24,8,231.2,28.4,326.9,18.2,0,568.40
1398/06/24,9,233.4,23.5,347.7,17.3,0,587.30
1398/06/24,10,250.4,21.3,398.9,14,0,656.70
1398/06/24,11,283.2,18.4,409.1,9.6,0,701.10
1398/06/24,12,317,19.3,416.8,8.1,0,745.00
1398/06/24,13,355.2,18.5,460,8,0,825.70
1398/06/24,14,391.2,18.1,464,12.8,0,860.40
1398/06/24,15,400,18.2,465.7,13,0,870.90
1398/06/24,16,386.8,18.8,468.3,12.9,0,861.00
1398/06/24,17,365.2,19.5,472.8,13.2,0,844.40
1398/06/24,18,358,19.8,470.7,12.8,0,835.60
1398/06/24,19,372.1,21.2,415.5,7.8,0,801.00
1398/06/24,20,353.5,19,419.6,5.1,0,787.00
1398/06/24,21,336,18.8,475.2,2.9,0,827.10
1398/06/24,22,341.1,19,467.8,4.2,0,823.60
1398/06/24,23,333.8,19.8,421.4,6.5,0,768.50
1398/06/24,24,306.1,20,418.7,10.6,0,734.10
1398/06/25,1,282.4,20.5,400.9,13.7,0,690.20
1398/06/25,2,264.4,22.2,367.7,17.3,0,637.00
1398/06/25,3,250.2,24.3,359.1,18.6,0,615.00
1398/06/25,4,234.9,24.8,348.6,18.9,0,589.30
1398/06/25,5,222.5,25.6,338.1,19.1,0,567.10
1398/06/25,6,216.2,26.3,330.1,19.2,0,553.30
1398/06/25,7,221.1,26.6,314.9,19.5,0,543.10
1398/06/25,8,226.2,28.4,324.7,19.1,0,560.20
1398/06/25,9,228.5,23,344.4,16.3,0,579.60
1398/06/25,10,250.1,21.3,397.4,11.5,0,657.40
1398/06/25,11,285.9,20.1,411,7.4,0,709.60
1398/06/25,12,321.7,19.2,417.6,8.3,0,750.20
1398/06/25,13,359.8,19.8,466.4,8.5,0,837.40
1398/06/25,14,388.7,17.7,465,9.9,0,861.50
1398/06/25,15,391,19.3,467,10.3,0,867.00
1398/06/25,16,374.9,19.3,468.2,9.6,0,852.90
1398/06/25,17,354.5,19,471.2,9.6,0,835.10
1398/06/25,18,349,19.6,465.7,8.6,0,825.60
1398/06/25,19,357.8,19.7,415,9.3,0,783.20
1398/06/25,20,335.2,19.1,415.2,6.6,0,762.90
1398/06/25,21,316.3,18.3,465,3.2,0,796.50
1398/06/25,22,322.8,19,460,4.8,0,797.10
1398/06/25,23,313.5,18.4,414.4,7.3,0,738.90
1398/06/25,24,288.3,17.7,409.2,9.8,0,705.40
1398/06/26,1,273.1,20.5,391.3,12.6,0,672.40
1398/06/26,2,257.6,20.9,361.9,16.2,0,624.20
1398/06/26,3,242.4,23.3,353.2,17.7,0,601.20
1398/06/26,4,228.5,24.9,343,18,0,578.40
1398/06/26,5,216.3,25.2,330.6,18.2,0,554.00
1398/06/26,6,209.4,25.8,319.8,18.4,0,536.60
1398/06/26,7,213.9,26.6,307.6,18.4,0,529.80
1398/06/26,8,218.7,25.1,318.7,18.1,0,544.40
1398/06/26,9,221.3,22.2,345.9,15.5,0,573.80
1398/06/26,10,236.4,7.8,398.4,11.3,0,631.30
1398/06/26,11,264,20,412.4,8.7,0,687.70
1398/06/26,12,292.9,20.3,421,7.8,0,726.40
1398/06/26,13,321.8,19.9,466.7,7.7,0,800.70
1398/06/26,14,348.5,19.4,469.1,9.1,0,827.90
1398/06/26,15,351.2,19.9,475.8,9.6,0,837.30
1398/06/26,16,337,19.9,475.2,8.5,0,823.60
1398/06/26,17,313.7,19.4,473.7,8,0,798.70
1398/06/26,18,309.4,18.6,470.9,7.1,0,791.80
1398/06/26,19,317.9,19.6,414.4,7.3,0,744.60
1398/06/26,20,304.9,18.8,420.6,5,0,739.20
1398/06/26,21,289.2,18.3,471.6,3,0,776.10
1398/06/26,22,291.4,18.6,462.3,4.6,0,767.70
1398/06/26,23,281.9,18.1,417.9,6.5,0,711.40
1398/06/26,24,262.6,18.7,417.2,9.1,0,689.40
1398/06/27,1,244.1,19.7,396.2,12.5,0,647.40
1398/06/27,2,230.8,20.2,365.6,16.9,0,599.80
1398/06/27,3,218.2,22.6,353.1,18.3,0,575.70
1398/06/27,4,207.8,23.6,341,18.7,0,553.80
1398/06/27,5,198.2,24.5,328.9,18.9,0,532.70
1398/06/27,6,190.5,24.6,318.3,19,0,514.50
1398/06/27,7,193.8,26,309.3,19.4,0,509.80
1398/06/27,8,196,25.2,318.2,18.4,0,521.00
1398/06/27,9,194,21.1,342.4,15,0,542.50
1398/06/27,10,202.5,20.6,395.4,13.7,0,604.90
1398/06/27,11,222.2,20.4,411.5,9.6,0,644.60
1398/06/27,12,238.7,20.5,423.1,3.4,0,678.80
1398/06/27,13,257.9,21.2,474.6,2.2,0,751.50
1398/06/27,14,277.5,19.9,474.4,2.4,0,769.50
1398/06/27,15,281.4,20.7,476.5,2.8,0,775.90
1398/06/27,16,275.3,20.8,477.4,2.6,0,771.00
1398/06/27,17,263.9,18.3,475.8,2.4,0,755.60
1398/06/27,18,267.9,17.8,472,2.2,0,755.50
1398/06/27,19,279.4,18.4,419.3,4.6,0,712.40
1398/06/27,20,267.6,18,425.3,4.9,0,706.00
1398/06/27,21,257.9,18.6,481.2,3,0,754.70
1398/06/27,22,262.9,18.2,472.7,3.1,0,750.60
1398/06/27,23,257.2,18.8,421,7.2,0,689.70
